"decimalLongitude","decimalLatitude","countryCode","ID","wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19"
74.151703,18.504335,"IN",97,25.0643329620361,13.1199998855591,52.843563079834,293.202239990234,37.1720008850098,12.3439998626709,24.8280010223389,25.0666656494141,23.3706665039062,28.8379993438721,21.4653339385986,508,106,0,92.4247512817383,260,3,130,7
75.572359,21.025155,"IN",98,27.6143341064453,13.9193325042725,48.0043182373047,412.975128173828,42.3240013122559,13.3280000686646,28.9960021972656,27.5526657104492,28.8540000915527,33.2960014343262,22.7000007629395,783,224,1,128.286758422852,564,7,150,25
75.031867,26.626775,"IN",99,25.6238327026367,14.4743328094482,43.1451454162598,621.276916503906,40.7879981994629,7.23999977111816,33.5479965209961,29.089334487915,24.1920013427734,32.4300003051758,17.0666675567627,453,169,1,155.868041992188,391,8,187,10
77.485675,13.28096,"IN",100,23.8299999237061,10.9593334197998,54.7747573852539,232.33854675293,34.5400009155273,14.532000541687,20.007999420166,23.3333339691162,23.5066661834717,27.0533332824707,21.003999710083,766,161,1,87.7979354858398,426,6,118,59
77.053807,10.980978,"IN",101,26.4395008087158,10.9416666030884,64.7895889282227,158.031692504883,35.5320014953613,18.6440010070801,16.8880004882812,25.7999992370605,26.6193351745605,28.7533340454102,24.6520004272461,763,170,9,72.6721725463867,350,32,153,179
77.004936,9.925005,"IN",102,23.7263336181641,8.43000030517578,64.3118743896484,115.331649780273,30.5440006256104,17.4360008239746,13.1079998016357,23.3619995117188,23.7366676330566,25.4720001220703,22.5166664123535,2137,473,25,76.5340270996094,1094,103,296,296
75.798247,26.959742,"IN",103,24.5869998931885,13.1606674194336,41.1116676330566,621.054077148438,39.3559989929199,7.3439998626709,32.0120010375977,28.1673336029053,17.0413341522217,31.3699989318848,16.0353336334229,652,225,3,150.846466064453,545,15,285,19
77.014884,26.502511,"IN",104,25.4893321990967,13.6986665725708,40.3947448730469,652.329772949219,41.4039993286133,7.49200010299683,33.9119987487793,28.9973335266113,24.1253337860107,32.7140007019043,16.6579990386963,708,273,2,157.521850585938,611,14,274,20
76.174438,20.531427,"IN",105,25.5931663513184,11.69700050354,45.6058959960938,378.547210693359,39.2039985656738,13.5559997558594,25.6479988098145,26.2393341064453,27.4766654968262,30.7986660003662,21.195333480835,796,212,4,121.286117553711,564,15,167,34
75.034816,26.622782,"IN",106,25.6459999084473,14.46399974823,43.1400604248047,620.929321289062,40.8120002746582,7.28399991989136,33.5279998779297,29.0873336791992,24.2213325500488,32.4486656188965,17.0966663360596,452,169,1,156.317611694336,391,8,186,10
75.838393,25.232083,"IN",107,26.5073337554932,12.4313335418701,38.3068351745605,612.854431152344,42.5279998779297,10.076000213623,32.4519996643066,28.9973335266113,25.4593334197998,33.7213325500488,18.2273330688477,726,256,3,157.331451416016,621,10,71,13
72.989738,26.24834,"IN",108,26.7261657714844,13.08899974823,41.7645149230957,591.255981445312,41.1160011291504,9.77600002288818,31.3400001525879,30.0219993591309,19.4986667633057,33.0906677246094,18.4973335266113,413,140,2,142.502227783203,327,8,189,9
